termino,clase_real,clase_predicha,latencia_media,std,n_mediciones,n_variaciones
ethereum,Low,High,3.132842104701252,0.7021861127727159,19,20
bitcoin,Low,High,2.918578947413296,0.5111652068386845,19,20
face,Medium,High,3.0232105261682976,0.5286430357511495,19,20
man,High,High,2.828426316754255,0.4205814429802817,19,20
friend,Medium,High,2.8647736835409887,0.3749529522482509,19,20
day,High,High,3.1131999999879074,0.5844006043480171,19,20
playstation,Low,High,3.015136841369033,0.4466130224750841,19,20
world,Medium,High,2.8836315778837736,0.3824453981344221,19,20
time,High,High,2.967110527127883,0.37590761651111854,19,20
